checkingstatus1,duration,history,purpose,amount,savings,employ,installment,sex,residence,age,housing,cards,liable,tele,foreign
0.0,9.827950477600098,0.5923411846160889,1.197413682937622,338.8025817871094,0.19741371273994446,2.0,4.0,1.0,1.9872685670852661,47.56698226928711,1.0,1.197413682937622,1.0,0.0,0.0
0.6446369886398315,9.912108421325684,0.0,1.355362892150879,487.4119567871094,0.9332876205444336,0.0,4.0,0.0,3.0667126178741455,24.0,1.644637107849121,1.0,1.644637107849121,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.6446369886398315,46.22193145751953,0.0,0.0,14366.5849609375,0.0,1.355362892150879,2.0,1.0,3.0667126178741455,27.489410400390625,1.355362892150879,1.355362892150879,1.0,0.6446369886398315,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.6446369886398315,49.68574142456055,0.0,0.0,14727.5849609375,0.6446369886398315,2.0,2.644636869430542,0.35571178793907166,4.0,38.30414581298828,1.066712498664856,2.0,1.0,0.6446369886398315,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1.0387201309204102,23.045368194580078,0.4086633026599884,2.591336727142334,1656.41064453125,0.0,0.5913367867469788,4.0,0.5913367867469788,2.0,31.40779685974121,1.408663034439087,1.591336965560913,1.591336965560913,0.6141833662986755,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.986784815788269,43.458377838134766,0.19741371273994446,0.5923411846160889,7682.43310546875,0.19741371273994446,1.0,2.0,0.0,4.0,37.98727035522461,1.802586317062378,1.197413682937622,1.0,0.20020267367362976,0.0
0.6446369886398315,23.551698684692383,0.0,1.066712498664856,1944.1083984375,0.0,0.9332876205444336,3.644636869430542,1.0,4.0,43.57224655151367,0.0,1.0,1.0,1.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.9869705438613892,20.17205047607422,0.0,1.4076588153839111,1555.172119140625,0.0,1.0,4.0,1.0,3.197413921356201,46.172054290771484,1.0,1.0,1.0,0.20006141066551208,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.5875725746154785,23.012731552124023,0.5923411846160889,2.407658576965332,2322.828125,0.8025863170623779,0.8025863170623779,2.0,1.0,2.407658576965332,32.197418212890625,1.197413682937622,1.0,1.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.0,23.64316749572754,0.5923411846160889,0.9872685670852661,5296.3564453125,0.0,2.802586078643799,2.0,1.0,4.0,44.66852569580078,0.8025863170623779,2.197413921356201,1.0,1.0,0.0
,,,,,,,,,,,,,,,
0.6446369886398315,20.087892532348633,0.0,1.355362892150879,1891.412109375,0.0,0.6446369886398315,3.644636869430542,0.22308579087257385,4.0,35.066715240478516,0.0,1.0,1.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.7553253769874573,20.17205047607422,0.19741371273994446,2.197413921356201,3117.356689453125,0.0,0.26695090532302856,1.9872685670852661,0.05608277767896652,3.0127313137054443,26.197412490844727,1.802586317062378,1.0,1.0,1.0,0.9063626527786255
0.6446369886398315,36.38664245605469,0.0,4.0,5074.587890625,0.0,2.0,2.355363130569458,0.22308579087257385,4.0,38.78851318359375,0.0,1.355362892150879,2.0,0.6446369886398315,0.0
